ponumber,invoice_quantity,invoice_dollars,freight,risk_score
10104,11,628.21,29.3,0.8245229787345641
75463,1,43.47,47.93,0.8240964200055393
55866,1,78.43,49.72,0.8240519657180196
59650,1,65.94,51.58,0.8240292574954713
24251,1,65.03,44.35,0.8237704849524838
86886,2,15.48,61.68,0.8235266723971191
46541,1,62.96,29.05,0.8235033121933131
40851,1,63.9,16.96,0.8234261579689721
10273,1,70.86,35.38,0.8228798219774685
56543,67,4280.63,165.64,0.8226129847568793
32753,1,74.65,61.55,0.8225619304376056
88189,1,76.22,34.52,0.8224911337523443
24153,2,11.7,46.22,0.8223158055274014
29966,2,40.14,29.32,0.8219440264329338
82657,1,64.26,45.5,0.8218797121311382
17959,1,70.42,43.33,0.8218722305951178
41339,5,71.7,30.21,0.8218518898131246
64721,1,71.44,33.73,0.8212698947156851
98484,2,158.94,71.1,0.8207271429674307
32116,2,37.98,44.22,0.8200551644345893
18784,6,392.22,35.73,0.8199205687206863
28486,2,25.18,46.57,0.819486017256668
89642,2,93.48,68.37,0.8193096296615021
40695,2,80.5,36.81,0.8192980149439157
46847,3,123.18,43.73,0.8190400535958429
81775,4,192.6,46.67,0.8187880631854676
69677,1,67.8,53.79,0.8187047259487257
15699,2,158.66,50.72,0.8185366936610953
76684,2,33.68,36.05,0.8185090629277239
78972,12,308.04,69.73,0.8184587325673162
53541,2,123.7,22.48,0.8180240667221912
53732,2,32.84,34.16,0.817606035105342
67322,2,96.3,51.34,0.8172121433907436
83166,4,19.44,63.07,0.8171987041365296
31566,5,68.85,31.99,0.8169654608703862
31395,6,313.74,43.79,0.8167272996658845
36153,1,65.55,36.04,0.816448715929122
90783,1,62.52,61.57,0.8163778120184837
82844,11,376.53,41.59,0.8163468803384246
31211,2,26.24,65.12,0.8163191489278474
15760,3,95.61,56.92,0.8158641038725489
61225,5,323.95,47.51,0.8156612971967634
76191,2,129.66,29.17,0.8153320856378485
73146,1,52.17,42.54,0.8147898440945874
26935,4,58.92,27.33,0.8145152172518657
10618,2,136.48,44.6,0.8142747421135859
99678,2,75.56,43.88,0.8140021180297243
24526,2,48.82,18.15,0.8137176658273951
80234,4,16.96,87.38,0.8132083321280046
89741,1,66.82,28.88,0.8131005450249773
13557,2,112.8,30.36,0.8125634763506768
17134,2,143.14,34.62,0.8124628917729171
58839,2,45.74,24.52,0.812365952384831
74816,2,41.3,60.85,0.8123557335767551
85615,4,150.24,83.66,0.8118691865822982
57262,2,24.5,51.01,0.8114983953687819
74132,4,65.68,37.07,0.8114561457680889
75671,2,38.92,68.37,0.8112495169895118
38328,2,12.86,44.34,0.8111089296752271
32874,2,10.7,56.69,0.8106049768820878
75447,1,68.68,33.21,0.8105898188684659
48628,14,661.64,54.91,0.8104870879215315
56494,6,437.7,51.1,0.8102942906001966
94123,2,44.44,37.43,0.8102022452076826
70466,3,121.38,60.02,0.8096789947074938
23582,2,90.88,57.47,0.8096682453487969
70780,7,174.16,74.95,0.8094202644987014
60294,2,24.24,38.2,0.8093545648259555
98150,2,25.12,41.48,0.8093087838426171
43059,2,33.88,39.75,0.809272142957997
16028,23,439.99,42.19,0.8089177938863952
86125,2,33.36,37.12,0.8086008470975998
39663,2,47.54,25.96,0.8082621446343787
21536,1,63.27,39.99,0.808130719894288
46847,12,256.56,38.21,0.8077301794526088
52742,2,139.88,43.67,0.8070324693243158
32034,2,53.58,21.79,0.8066394730553805
44642,2,36.68,35.16,0.8065323504833042
98302,2,36.28,46.99,0.8058415094579852
26739,4,137.48,34.95,0.8057981715412799
87526,2,143.14,59.53,0.8048847249157502
13148,74,4977.24,150.06,0.8047291780542883
55024,2,121.42,30.29,0.8044810421402877
30046,2,55.18,50.86,0.8039301096865146
11831,4,189.56,49.67,0.8038696471466695
85162,83,6073.94,147.74,0.803668724814188
28673,5,32.8,53.04,0.803026780104537
82642,2,81.5,27.03,0.8023125188009758
45494,2,112.18,60.93,0.8022080078941856
85322,2,31.98,40.91,0.8019339252121256
42585,2,149.3,74.69,0.8017856930384302
81013,2,51.02,64.23,0.8017598263719865
50782,2,55.68,67.13,0.8016843863184183
58926,2,75.4,69.29,0.8016528780211879
69840,2,110.58,75.64,0.8016492049260688
64736,2,48.72,23.07,0.8015699731412906
56025,5,39.2,40.73,0.8013612284769267
92001,2,68.46,51.35,0.8009901107761062
80009,1,62.52,62.62,0.8009609380666491
21833,2,92.72,27.02,0.8005152625159699
82140,2,41.4,45.64,0.8001373551045804
15011,6,147.66,70.49,0.7999540550399273
81829,25,1336.5,43.22,0.7997354846218477
83491,4,167.08,69.13,0.7989929935021929
31701,2,145.56,56.93,0.798713062739735
46014,2,28.58,35.21,0.7984518374038063
28309,10,727.8,55.9,0.7983497540147195
87317,30,2322.0,113.45,0.7983293980363488
44867,2,47.36,32.53,0.7983182835442377
21201,2,98.8,24.11,0.7981363780248014
90980,79,5930.53,109.4,0.7975771368172684
83584,4,45.04,68.32,0.7974617703755625
24999,14,674.1,48.42,0.7973667151544919
45332,2,33.88,47.62,0.7972651513525624
39675,2,148.7,35.57,0.7972062849142628
49955,2,83.6,69.47,0.7969478349053956
16470,2,38.48,78.96,0.7969362202899775
51231,7,49.28,35.5,0.7968540870837836
52675,4,40.08,28.8,0.7967151738206875
65112,9,516.96,45.64,0.7966736853340342
67712,3,61.05,9.55,0.7965086867713973
48628,99,6079.59,114.67,0.7964078362770759
22879,2,44.74,48.39,0.7960755830644807
55611,4,70.76,71.24,0.7960547446075315
56091,2,121.52,24.95,0.7954098090562438
85162,23,742.44,96.54,0.7953261249195498
17455,1,41.8,54.57,0.7953096896989605
56207,2,78.46,60.68,0.7951451718507102
54305,2,46.92,65.36,0.7948698864363108
56727,2,33.68,39.77,0.7947830245757543
61121,3,199.5,52.8,0.7947508868852882
75665,5,383.1,53.61,0.7946719531465174
26260,1,49.54,71.28,0.7946329663351122
63211,2,79.52,34.16,0.7941839846521761
75577,2,52.2,54.96,0.7939984670025759
95818,2,143.9,24.78,0.7936522436567116
78458,2,27.7,68.6,0.7935021746642521
35842,2,101.18,26.12,0.7931726259652592
47686,6,107.64,21.46,0.7930447952578396
26176,4,121.16,77.25,0.792989838962777
58268,4,312.52,79.34,0.7929326236694008
79543,2,88.2,54.83,0.7927148316668049
60458,2,140.58,41.93,0.7924758199477373
16028,22,1147.52,59.56,0.7923948340570747
45593,4,196.92,34.09,0.7922891549575886
28230,87,4416.12,138.33,0.7921672164447403
19450,2,99.76,25.72,0.7921181217749151
61592,2,49.38,58.14,0.7918681280521288
71020,2,104.34,29.84,0.7913921452576564
67434,96,513.6,128.79,0.7912305157175954
47289,2,121.34,20.47,0.79120087055218
53779,2,108.96,70.81,0.7909720278233199
76967,2,74.34,35.24,0.790901182226182
36927,6,75.48,36.12,0.7908854542221264
67434,61,3957.68,111.01,0.7908112116864541
64737,4,109.92,32.5,0.7904079694433472
80515,2,71.5,84.56,0.7904037593632599
64830,3,114.63,38.26,0.790350828988704
49494,4,317.0,24.8,0.790275555636959
42139,52,4139.2,78.58,0.7901306699100679
48326,2,47.66,29.75,0.7900707489550234
48628,98,6877.64,83.96,0.7899827719679084
48283,78,4199.52,55.29,0.7899454871144446
70027,2,60.12,52.46,0.7898623023641458
12732,2,68.9,33.28,0.7896421069386437
49538,11,847.66,22.26,0.7895612424908356
44800,2,100.46,35.62,0.7892852234097092
32012,2,87.96,54.01,0.7891520912989046
38470,2,77.62,35.41,0.7888463227962241
31905,11,247.94,49.36,0.7888320333496621
86196,2,122.82,67.25,0.7881109043468864
67434,81,388.8,100.4,0.7878852362868559
27032,5,247.7,88.35,0.7877933636073438
41528,31,1364.93,38.47,0.7875862597938443
96329,2,128.46,28.49,0.7874531681331557
64680,19,80.56,43.04,0.7874176330605263
25389,5,27.95,34.65,0.7873024335694583
24315,2,123.7,29.38,0.7872011751385806
88833,2,56.28,35.01,0.7869968530412483
44912,4,40.08,30.17,0.78695404072991
58719,5,114.3,54.92,0.7867402276739699
77376,2,61.94,43.92,0.7865125585111169
67036,3,22.98,77.72,0.7865120140335281
22633,52,2172.04,100.62,0.7865074100932203
31168,2,53.58,45.04,0.7859933371756931
98931,2,140.8,81.87,0.7859341152060642
46659,2,114.8,43.48,0.7859190157171485
42542,59,2902.21,116.5,0.7857480502749945
31140,2,67.08,54.08,0.7856800921389068
86213,2,53.48,57.16,0.7856773137672852
25359,2,120.92,54.39,0.7855486913545168
43634,7,119.77,88.32,0.7854394074742603
21126,2,49.36,41.27,0.7853118397724308
22633,91,7152.6,120.97,0.7851868851929944
18963,6,105.06,36.7,0.7851708472618654
16794,6,424.8,80.52,0.7851296965856851
94404,97,355.99,104.09,0.784871221210449
93497,2,73.66,37.32,0.7848408367318975
16323,3,70.83,36.02,0.7848078172638686
86103,88,6624.64,126.22,0.7846490576330061
42542,32,886.4,44.34,0.7845703149959506
65141,2,70.28,30.12,0.7843972642338919
96809,2,60.12,53.36,0.7843955475774119
87805,6,25.44,81.73,0.784241347009427
49671,2,75.66,44.94,0.7842236364437757
94570,2,114.8,61.69,0.7839154375870967
90296,24,1447.44,95.21,0.7837916969416607
42513,2,38.88,61.43,0.7837852760559445
17921,11,747.56,33.59,0.7835041170466005
93953,28,354.76,125.18,0.783449108798886
81102,99,704.88,149.6,0.7830444363036353
84599,6,317.4,55.58,0.7827999289083372
72086,2,53.08,46.52,0.7826566454899193
59485,2,62.8,40.22,0.7824622167442817
30030,32,135.68,115.14,0.7821897231105408
92452,5,242.75,25.43,0.7819995614119656
99673,2,131.32,45.08,0.7818874587092852
22633,75,5805.0,101.57,0.7818062851553972
61121,16,860.16,29.65,0.7817820149908763
42139,67,4460.86,82.2,0.781742458179352
48039,2,153.24,43.5,0.7814721956710813
83526,13,907.92,72.5,0.7814683808062686
57255,2,136.08,29.13,0.7813816394529629
60241,2,61.94,47.75,0.781330647334202
18346,2,123.26,48.93,0.7811901027629986
19858,78,733.2,118.81,0.7809184383834953
19764,3,136.89,20.28,0.780773453474739
23200,6,450.9,26.36,0.7807029621925141
16063,2,113.54,19.67,0.7805154799121906
79730,2,75.04,57.77,0.7804905511396381
59944,15,761.7,34.12,0.7804733101537339
82333,5,212.1,79.47,0.7804307891918278
91838,3,53.82,35.48,0.780217807211913
90980,79,2734.19,105.61,0.7801659849669973
73081,33,2353.23,79.59,0.7801483200033934
62301,2,83.08,56.0,0.7799803673053627
59035,43,1287.42,118.89,0.779717801543626
23128,4,150.84,39.45,0.7795824378269853
64273,2,60.58,55.31,0.7795772393765135
92803,63,4704.21,131.5,0.7795690913711659
31872,2,137.7,59.73,0.7793718751238574
69988,2,74.34,35.02,0.7792895044141113
63717,2,146.56,51.54,0.779211746881811
73783,2,94.8,36.21,0.7791376741728367
21216,5,118.4,22.98,0.7790412690638105
38035,2,31.66,34.83,0.7790384180303703
37911,5,58.25,65.08,0.7789942609528027
78778,2,53.26,52.16,0.7788453438620949
69401,4,36.44,86.88,0.7787860343211168
33193,8,556.96,42.55,0.7786798806649805
94950,2,96.14,36.42,0.7786673559401727
29781,3,14.58,45.49,0.7786643374148052
73600,2,134.84,34.44,0.778626734801059
81829,57,3808.74,92.77,0.7784286486221843
95531,6,25.44,77.34,0.7783483701530567
87545,6,75.36,33.23,0.7783033355341886
48628,54,2197.26,96.49,0.7782812936932695
47639,2,98.8,34.16,0.7782394181694342
59478,2,63.74,50.58,0.7780885888330427
96614,6,148.98,53.53,0.7778913315884347
70855,2,44.44,27.68,0.7777738032237016
94404,100,5083.0,109.23,0.7776465368486463
31366,4,235.48,48.57,0.7775919886481805
66843,9,43.74,49.0,0.7775575107954984
62390,2,87.74,53.06,0.7775201917650363
10742,2,96.5,37.4,0.7773511760212837
54894,2,62.1,42.29,0.7771999972063115
90446,5,131.55,41.1,0.7770434456950697
42139,57,4413.51,87.56,0.7769638747612382
17260,6,372.78,62.17,0.7769178321065486
89025,2,119.52,60.68,0.776916167918332
53103,2,143.68,33.43,0.7767670423245344
90980,34,2012.12,75.31,0.7764836890062679
89893,24,1353.6,50.02,0.7761407083501413
63842,3,10.77,35.11,0.7761053074746993
57357,4,119.76,53.28,0.7760498063821906
94183,2,34.68,50.82,0.7759176721711342
57395,3,17.07,32.95,0.7759142210472904
36818,2,76.84,37.26,0.7757527597795824
25214,38,254.98,111.8,0.7757317255497254
40107,9,420.66,36.84,0.7756985303617521
94404,65,763.1,99.75,0.7755952240871122
86103,59,3824.97,66.88,0.7752521249426487
37811,2,143.94,52.07,0.775155754784647
87537,58,3905.14,75.95,0.7751417602921666
86103,97,1390.98,148.97,0.7751345210987161
34744,3,133.32,67.05,0.774867043387844
26141,10,604.6,101.0,0.7747691147517736
65616,4,306.36,48.39,0.7746398900084155
25066,3,12.12,34.34,0.7745600882599326
29802,2,96.14,54.34,0.774486899891994
51453,5,210.4,53.28,0.7742743964878203
42563,68,3425.84,130.95,0.7742092387740882
37780,5,68.1,48.59,0.7741910804527199
21634,2,153.2,34.93,0.7741734365277675
75314,3,17.61,42.0,0.7740381009034256
83292,4,34.08,42.52,0.7740159781596035
64666,45,3015.9,42.44,0.7739712316693322
47566,8,236.48,28.48,0.7738619763517007
74623,4,68.84,85.28,0.7738390728955233
36529,38,389.5,81.53,0.7738226643329034
57785,23,863.88,100.4,0.7737898435264463
31836,2,74.9,47.52,0.7735281941288427
51630,67,4133.9,127.22,0.7734351152348689
42139,100,6479.0,84.31,0.7733441451357583
50262,5,19.6,57.11,0.7732614267286789
60716,2,11.74,46.85,0.7732583219923883
46333,5,38.85,20.06,0.7732312802093468
48628,73,4029.6,86.53,0.7732222321847003
82514,2,143.94,54.23,0.7732127556683757
48938,8,77.68,52.2,0.7729939132103447
49509,21,1136.52,90.69,0.7727608345000476
94404,65,1294.15,102.38,0.772593357730661
36529,27,1297.89,58.77,0.7722117363731786
15069,2,72.46,50.02,0.7720512091922451
81804,2,126.18,40.46,0.7719441426206516
66572,6,56.52,75.11,0.7718722706348353
57752,2,136.08,58.24,0.77183849689171
77661,5,56.3,45.6,0.771820397372706
90886,7,469.14,33.46,0.7717947233265386
30030,13,818.48,51.45,0.7717189166557348
86802,57,4215.15,75.91,0.7716672679882106
41285,5,267.3,38.47,0.7716246714869079
77124,2,131.26,11.34,0.7715874769458904
48283,99,7112.16,118.19,0.7711627858156134
24466,3,64.8,28.62,0.7710900106443201
49509,15,697.5,80.51,0.7710053236812054
95623,3,173.22,50.1,0.7709849242120539
42485,6,108.84,80.47,0.7709369983963199
14953,2,153.24,33.35,0.770700758131695
18563,12,121.2,57.36,0.7706596952312061
89243,3,100.71,48.29,0.7705392511457869
54243,27,1021.41,80.0,0.7704288555075242
59587,4,78.56,32.01,0.7702878265715369
85615,10,48.4,34.97,0.7701493730773972
47839,27,716.58,50.45,0.7701337320374995
19728,9,253.26,45.59,0.7700774924709113
32324,2,39.32,73.4,0.7700706355780742
97074,2,111.02,40.98,0.7700309682442981
14529,68,4009.96,64.17,0.7696553913220331
68628,3,59.22,50.89,0.7694384064749723
92803,77,3136.98,131.1,0.7693959792550895
38031,2,158.68,36.01,0.7693842704951814
94254,2,87.16,58.09,0.7693755778217954
28309,24,767.28,96.83,0.7689882258801883
42542,85,3216.4,108.8,0.7688971806837648
21662,61,2762.08,142.43,0.7688886575113163
31840,4,55.4,70.58,0.7688877235237002
89125,22,1095.38,82.03,0.7687224557865013
67587,6,47.04,31.1,0.768660333261589
24555,3,33.39,73.05,0.7684652070157257
30293,5,319.45,53.52,0.7682202416355952
16028,67,3486.01,86.77,0.7680777741697253
33945,6,33.36,53.32,0.7678078732454029
62495,2,154.42,36.65,0.7673219428938418
30989,2,114.12,47.99,0.767237819837466
13611,6,459.54,44.46,0.7671405787607026
35727,8,456.0,50.22,0.7670069144757032
26861,9,609.39,40.85,0.7668090157854354
56543,37,474.34,85.38,0.7668056803491275
36439,3,28.26,73.18,0.7667097286913658
84735,65,421.85,125.0,0.7666755774505052
49159,3,219.84,69.6,0.7665916957936934
57799,3,34.23,60.75,0.7665421042683186
83510,14,198.94,42.58,0.7664676721775886
38643,2,152.18,32.08,0.7663623110574702
